scenario,generation,n_contexts,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error
benchmark_questions,evo_gen_0001,64,0.392708,0.0,0.265495,0.0,0.341797,0.0
benchmark_questions,evo_gen_0002,64,0.41403660000000003,0.003185053538709267,0.2829168,0.0031851734576872886,0.3030467,0.0031077356547814477
benchmark_questions,evo_gen_0003,64,0.4252083,0.005148900703602229,0.2884636,0.0023132051453436807,0.286328,0.005063138683991706
benchmark_questions,evo_gen_0004,64,0.43052070000000003,0.005587792846911913,0.2929948,0.002987318411031687,0.2764843,0.00588329497721209
benchmark_questions,evo_gen_0005,64,0.4348959,0.005560814357827647,0.2950259,0.002465096637727093,0.270078,0.006094050924193736
benchmark_questions,evo_gen_0006,64,0.4399349,0.005748372126089253,0.296862,0.0027191007091806347,0.26320299999999996,0.00598620738772797
benchmark_questions,evo_gen_0007,64,0.4426303,0.006031234534580056,0.2993229,0.002775616185842539,0.25804679999999997,0.006798789725630096
benchmark_questions,evo_gen_0008,64,0.44536429999999994,0.005920696074880985,0.30065109999999995,0.002544749254183332,0.2539842,0.006631149536677476
benchmark_questions,evo_gen_0009,64,0.4489192,0.006456702044301644,0.3010027,0.0027401622437772176,0.25007820000000003,0.007585113692841601
benchmark_questions,evo_gen_0010,64,0.4505597,0.007225086774565413,0.3013934,0.002587454613665294,0.2480469,0.008135612733190065
