scenario,generation,overall_mean_correct,overall_sd_correct,sem_correct,N_runs_correct,overall_mean_correct_pct,overall_sd_correct_pct,sem_correct_pct,overall_mean_wrong_no_error,overall_sd_wrong_no_error,sem_wrong_no_error,N_runs_wrong_no_error,overall_mean_wrong_no_error_pct,overall_sd_wrong_no_error_pct,sem_wrong_no_error_pct,overall_mean_error,overall_sd_error,sem_error,N_runs_error,overall_mean_error_pct,overall_sd_error_pct,sem_error_pct,n_batches
no_crossover,1,0.4646876,0.3701827560110401,0.037018275601104,100.0,46.46876,37.018275601104015,3.701827560110402,0.2646615,0.3096698084105884,0.0309669808410588,100.0,26.46615000000001,30.96698084105884,3.096698084105884,0.2706512,0.3838443933085174,0.0383844393308517,100.0,27.06512,38.38443933085174,3.8384439330851743,10
no_crossover,2,0.4977996,0.3762869626195874,0.0376286962619587,100.0,49.77996,37.62869626195874,3.7628696261958736,0.2576953,0.3088831578607357,0.0308883157860735,100.0,25.769530000000003,30.888315786073573,3.088831578607357,0.2445051999999999,0.3730294669132938,0.0373029466913293,100.0,24.45052,37.30294669132938,3.7302946691329377,10
no_crossover,3,0.5169271,0.3806605954953423,0.0380660595495342,100.0,51.69271,38.06605954953424,3.806605954953424,0.2577213,0.3118666939482672,0.0311866693948267,100.0,25.77213,31.18666939482673,3.1186669394826727,0.2253516,0.3691113379086821,0.0369111337908682,100.0,22.53516,36.91113379086822,3.6911133790868216,10
no_crossover,4,0.529414,0.3811968136747046,0.0381196813674704,100.0,52.9414,38.11968136747046,3.811968136747047,0.2548828,0.3097960793839826,0.0309796079383982,100.0,25.488280000000003,30.979607938398264,3.097960793839826,0.2157030999999999,0.3642427810288854,0.0364242781028885,100.0,21.57031,36.42427810288854,3.642427810288855,10
no_crossover,5,0.5378516,0.3831947760646567,0.0383194776064656,100.0,53.78516,38.31947760646567,3.831947760646567,0.2535548,0.3131487240877211,0.0313148724087721,100.0,25.355480000000004,31.31487240877211,3.1314872408772105,0.2085938999999999,0.3597879341045952,0.0359787934104595,100.0,20.85939,35.97879341045952,3.597879341045952,10
no_crossover,6,0.5438019999999999,0.3840628933200442,0.0384062893320044,100.0,54.38019999999999,38.40628933200442,3.840628933200442,0.2557291,0.3163953293039796,0.0316395329303979,100.0,25.57291,31.63953293039796,3.1639532930397967,0.2004688999999999,0.3571221475997004,0.03571221475997,100.0,20.04689,35.71221475997004,3.571221475997004,10
no_crossover,7,0.5476823000000001,0.3836708697960013,0.0383670869796001,100.0,54.76823000000001,38.36708697960013,3.836708697960013,0.2586458,0.3177105249562878,0.0317710524956287,100.0,25.86458,31.771052495628783,3.177105249562878,0.1936719,0.355156155484891,0.0355156155484891,100.0,19.36719,35.5156155484891,3.5515615548489103,10
no_crossover,8,0.5515884,0.3848599384012738,0.0384859938401273,100.0,55.15884,38.485993840127385,3.8485993840127386,0.2591146,0.3196951663808396,0.0319695166380839,100.0,25.91146,31.96951663808396,3.196951663808397,0.1892968,0.3525179628156084,0.0352517962815608,100.0,18.92968,35.25179628156084,3.525179628156084,10
no_crossover,9,0.5509548888888888,0.386378181364485,0.0407278363768465,90.0,55.09548888888888,38.6378181364485,4.072783637684658,0.2578992222222222,0.3193210810969542,0.0336593973724571,90.0,25.789922222222224,31.932108109695417,3.365939737245712,0.1911458888888889,0.355682131456276,0.0374921886141751,90.0,19.11458888888889,35.5682131456276,3.749218861417515,9
no_crossover,10,0.5524885555555555,0.387561622748922,0.0408525820519173,90.0,55.24885555555555,38.756162274892205,4.085258205191738,0.2581887777777777,0.3203765315564501,0.0337706516194397,90.0,25.81887777777777,32.03765315564501,3.3770651619439733,0.1893227777777777,0.3537048316575632,0.0372837629148109,90.0,18.932277777777777,35.37048316575632,3.7283762914810974,9
